video_path,start_seconds,end_seconds,label,team_side,player_number,crop_x1,crop_y1,crop_x2,crop_y2,split,review_status,notes,match_id
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,5868.8,5869.6,background,near,,0,170,1280,720,train,reviewed,Human-reviewed,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6221.0,6221.8,background,near,,0,170,1280,720,train,reviewed,Human-reviewed,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6227.8,6228.6,background,near,,0,170,1280,720,train,reviewed,Human-reviewed,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,7326.0,7326.8,background,far,,0,0,1280,430,train,reviewed,Human-reviewed,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,2195.2,2196.0,serve,near,,0,170,1280,720,train,reviewed,Human-reviewed,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6224.0,6224.8,serve,near,,0,170,1280,720,train,reviewed,Human-reviewed,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,7330.0,7330.8,serve,far,,0,0,1280,430,train,reviewed,Human-reviewed,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,3657.6,3658.4,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from attack,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,3658,3659,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from block; reviewer note: 1:01:00:20才刚开始block; Second-pass human-reviewed; operation=keep; prior=background@3659.4-3660.2; confirmed=background@3658-3659,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,3660.2,3661.0,block,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from receive,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,3660.5,3662,dig,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from set; Second-pass human-reviewed; operation=relabel; prior=receive@3660.6-3661.4; confirmed=dig@3660.5-3662; reviewer note: dig失败,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4391,4392,serve,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from receive; reviewer note: serve到1：13:11.80开始background; Second-pass human-reviewed; operation=move_window; prior=serve@4391.2-4392; confirmed=serve@4391-4392,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4391.8,4392.6,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from set,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4392.4,4393.2,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from attack,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4393.8,4394.6,block,far,,0,0,1280,430,train,reviewed,Human-reviewed,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4394,4395,dig,far,,0,0,1280,430,train,reviewed,Human-reviewed; Second-pass human-reviewed; operation=relabel; prior=receive@4394.6-4395.4; confirmed=dig@4394-4395,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4395.2,4396.0,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from set,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4395.8,4396.6,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from attack,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4397.8,4398.6,block,far,,0,0,1280,430,train,reviewed,Human-reviewed,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,5129,5130,background,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from receive; reviewer note: 不确定，receive在30-31之间; Second-pass human-reviewed; operation=keep; prior=background@5129.8-5130.6; confirmed=background@5129-5130,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,5130,5131,receive,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from set; reviewer note: receive应该30.60-31.20; Second-pass human-reviewed; operation=move_window; prior=background@5131-5131.8; confirmed=receive@5130-5131,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,5131.8,5132.6,set,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from attack,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,5132.8,5133.6,attack,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from block,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,5864,5865,receive,near,,0,170,1280,720,train,reviewed,Human-reviewed; reviewer note: 对手失误出界算不算receive？; Second-pass human-reviewed; operation=relabel; prior=receive@5864-5864.8; confirmed=receive@5864-5865; reviewer note: 确认为对手发球打到球员身上，德国队得分，算receive失败但触球,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,7332.4,7333.2,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from block,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,7333.4,7334.2,block,far,,0,0,1280,430,train,reviewed,Human-reviewed,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,375.2,376.0,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from receive,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,376,377,block,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from set; reviewer note: 不确定，刚开始block; Second-pass human-reviewed; operation=move_window; prior=background@375.6-376.4; confirmed=block@376-377,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,377.2,378.0,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from block; reviewer note: 没接到球,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4022.6,4023.4,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from attack,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4024,4025,receive,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from block; Second-pass human-reviewed; operation=relabel; prior=receive@4024.2-4025; confirmed=receive@4024-4025,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4025.0,4025.8,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from receive,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4025.4,4026.2,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from set,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4026.0,4026.8,set,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from attack; reviewer note: attack大概是6.60-7.40,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4760,4761,serve,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from receive; reviewer note: 20.6-21.6 serve; Second-pass human-reviewed; operation=move_window; prior=serve@4761.2-4762; confirmed=serve@4760-4761,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4761.8,4762.6,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from set,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4762.4,4763.2,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from attack,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4764.2,4765.0,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from block,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4765.0,4765.8,block,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from receive,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4765,4766,dig,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from attack; Second-pass human-reviewed; operation=relabel; prior=receive@4765.8-4766.6; confirmed=dig@4765-4766,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4766.2,4767.0,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from block,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6945.0,6945.8,background,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from receive,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6945.8,6946.6,background,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from set,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6947.6,6948.4,background,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from attack,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6950.2,6951.0,background,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from block,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6951.0,6951.8,background,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from receive,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6951.8,6952.6,background,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from set,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6952.4,6953.2,background,near,,0,170,1280,720,train,reviewed,Human-reviewed; label corrected from attack,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,1467.4,1468.2,background,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from serve,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4750.0,4750.8,background,far,,0,0,1280,430,train,reviewed,Human-reviewed,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,5489.0,5489.8,background,near,,0,170,1280,720,train,reviewed,Human-reviewed,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,1149,1150,serve,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from serve; reviewer note: 0：19：08.60才刚开始serve; Second-pass human-reviewed; operation=move_window; prior=background@1147.8-1148.6; confirmed=serve@1149-1150,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,1320,1321,serve,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from serve; reviewer note: 0:22:00.00刚开始serve; Second-pass human-reviewed; operation=move_window; prior=background@1319.2-1320; confirmed=serve@1320-1321,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,1397,1398,serve,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from serve; reviewer note: 0:23:17.00刚开始serve; Second-pass human-reviewed; operation=move_window; prior=background@1396.2-1397; confirmed=serve@1397-1398,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4026,4027,attack,far,,0,0,1280,430,train,reviewed,Human-reviewed; label corrected from attack; reviewer note: attack大概是6.60-7.40; Second-pass human-reviewed; added from source record 46; confirmed=attack@4026-4027,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6945,6946,receive,near,,0,170,1280,720,train,reviewed,Expansion batch 01; source workbook cell 完整回合!G5; input time 45-46; confirmed=receive@6945-6946; source note: 45-46 receive; 46-47 set; 48-49 attack; 51-52 block; 52-53 dig; 53-54 set; 54-55 attack(没碰到球）,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6946,6947,set,near,,0,170,1280,720,train,reviewed,Expansion batch 01; source workbook cell 完整回合!G5; input time 46-47; confirmed=set@6946-6947; source note: 45-46 receive; 46-47 set; 48-49 attack; 51-52 block; 52-53 dig; 53-54 set; 54-55 attack(没碰到球）,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6948,6949,attack,near,,0,170,1280,720,train,reviewed,Expansion batch 01; source workbook cell 完整回合!G5; input time 48-49; confirmed=attack@6948-6949; source note: 45-46 receive; 46-47 set; 48-49 attack; 51-52 block; 52-53 dig; 53-54 set; 54-55 attack(没碰到球）,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6951,6952,block,near,,0,170,1280,720,train,reviewed,Expansion batch 01; source workbook cell 完整回合!G5; input time 51-52; confirmed=block@6951-6952; source note: 45-46 receive; 46-47 set; 48-49 attack; 51-52 block; 52-53 dig; 53-54 set; 54-55 attack(没碰到球）,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6952,6953,dig,near,,0,170,1280,720,train,reviewed,Expansion batch 01; source workbook cell 完整回合!G5; input time 52-53; confirmed=dig@6952-6953; source note: 45-46 receive; 46-47 set; 48-49 attack; 51-52 block; 52-53 dig; 53-54 set; 54-55 attack(没碰到球）,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,6953,6954,set,near,,0,170,1280,720,train,reviewed,Expansion batch 01; source workbook cell 完整回合!G5; input time 53-54; confirmed=set@6953-6954; source note: 45-46 receive; 46-47 set; 48-49 attack; 51-52 block; 52-53 dig; 53-54 set; 54-55 attack(没碰到球）,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,1323,1324,block,far,,0,0,1280,430,train,reviewed,Expansion batch 01; source workbook cell 完整回合!G9; input time 22:03-22:04; confirmed=block@1323-1324; source note: 22:03-22:04 block 22:07-22:08 block,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,1327,1328,block,far,,0,0,1280,430,train,reviewed,Expansion batch 01; source workbook cell 完整回合!G9; input time 22:07-22:08; confirmed=block@1327-1328; source note: 22:03-22:04 block 22:07-22:08 block,usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,839,840,receive,far,,0,0,1280,430,train,reviewed,"Expansion batch 02; source workbook cell 完整回合!G5; input time 13:59-14:00; confirmed=receive@839-840; source note: 13:59-14:00 receive, 14:00-01 set, 01-02 attack",usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,840,841,set,far,,0,0,1280,430,train,reviewed,"Expansion batch 02; source workbook cell 完整回合!G5; input time 14:00-01; confirmed=set@840-841; source note: 13:59-14:00 receive, 14:00-01 set, 01-02 attack",usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,841,842,attack,far,,0,0,1280,430,train,reviewed,"Expansion batch 02; source workbook cell 完整回合!G5; input time 01-02; confirmed=attack@841-842; source note: 13:59-14:00 receive, 14:00-01 set, 01-02 attack",usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,2375,2376,serve,near,,0,170,1280,720,train,reviewed,"Expansion batch 02; source workbook cell 完整回合!G6; input time 35-36; confirmed=serve@2375-2376; source note: 35-36 serve, 37-38 dig, 38-39 set, 40-41 attack, 43-44 block",usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,2377,2378,dig,near,,0,170,1280,720,train,reviewed,"Expansion batch 02; source workbook cell 完整回合!G6; input time 37-38; confirmed=dig@2377-2378; source note: 35-36 serve, 37-38 dig, 38-39 set, 40-41 attack, 43-44 block",usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,2378,2379,set,near,,0,170,1280,720,train,reviewed,"Expansion batch 02; source workbook cell 完整回合!G6; input time 38-39; confirmed=set@2378-2379; source note: 35-36 serve, 37-38 dig, 38-39 set, 40-41 attack, 43-44 block",usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,2380,2381,attack,near,,0,170,1280,720,train,reviewed,"Expansion batch 02; source workbook cell 完整回合!G6; input time 40-41; confirmed=attack@2380-2381; source note: 35-36 serve, 37-38 dig, 38-39 set, 40-41 attack, 43-44 block",usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,2383,2384,block,near,,0,170,1280,720,train,reviewed,"Expansion batch 02; source workbook cell 完整回合!G6; input time 43-44; confirmed=block@2383-2384; source note: 35-36 serve, 37-38 dig, 38-39 set, 40-41 attack, 43-44 block",usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4212,4213,receive,far,,0,0,1280,430,train,reviewed,"Expansion batch 02; source workbook cell 完整回合!G7; input time 12-13; confirmed=receive@4212-4213; source note: 12-13 receive, 14-15 set, 15-16 attack",usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4214,4215,set,far,,0,0,1280,430,train,reviewed,"Expansion batch 02; source workbook cell 完整回合!G7; input time 14-15; confirmed=set@4214-4215; source note: 12-13 receive, 14-15 set, 15-16 attack",usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,4215,4216,attack,far,,0,0,1280,430,train,reviewed,"Expansion batch 02; source workbook cell 完整回合!G7; input time 15-16; confirmed=attack@4215-4216; source note: 12-13 receive, 14-15 set, 15-16 attack",usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,5650,5651,attack,near,,0,170,1280,720,train,reviewed,"Expansion batch 02; source workbook cell 完整回合!G8; input time 10-11; confirmed=attack@5650-5651; source note: 10-11 attack, 14-15 dig, 16-17 set, 16-17 attack (快攻所以同一秒), 20-21 block",usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,5654,5655,dig,near,,0,170,1280,720,train,reviewed,"Expansion batch 02; source workbook cell 完整回合!G8; input time 14-15; confirmed=dig@5654-5655; source note: 10-11 attack, 14-15 dig, 16-17 set, 16-17 attack (快攻所以同一秒), 20-21 block",usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,5655.9,5656.5,set,near,,0,170,1280,720,train,reviewed,"Expansion batch 02; source workbook cell 完整回合!G8; input time 16-17; confirmed=set@5655.9-5656.5; source note: 10-11 attack, 14-15 dig, 16-17 set, 16-17 attack (快攻所以同一秒), 20-21 block; frame-refined to separate the second-touch and quick attack",usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,5656.6,5657.2,attack,near,,0,170,1280,720,train,reviewed,"Expansion batch 02; source workbook cell 完整回合!G8; input time 16-17; confirmed=attack@5656.6-5657.2; source note: 10-11 attack, 14-15 dig, 16-17 set, 16-17 attack (快攻所以同一秒), 20-21 block; frame-refined to separate the second-touch and quick attack",usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,5660,5661,block,near,,0,170,1280,720,train,reviewed,"Expansion batch 02; source workbook cell 完整回合!G8; input time 20-21; confirmed=block@5660-5661; source note: 10-11 attack, 14-15 dig, 16-17 set, 16-17 attack (快攻所以同一秒), 20-21 block",usa-germany-2024-olympics
../USA vs Germany _ Men's Volleyball _ Full Match _ 2024 Olympics [ylqePmC_klo].mp4,7386,7387,serve,far,,0,0,1280,430,train,reviewed,Expansion batch 02; source workbook cell 完整回合!G10; input time 3:06-07; confirmed=serve@7386-7387; source note: 3:06-07 serve,usa-germany-2024-olympics
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,161.2,170.2,background,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-006/action-001; review_label=background.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,170.2,171.2,receive,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-006/action-002; review_label=receive.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,172.2,173.2,set,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-006/action-003; review_label=set.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,173.2,174.2,attack,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-006/action-004; review_label=attack.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,191.8,192.8,serve,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-007/action-001; review_label=serve.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,193.8,194.8,block,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-007/action-002; review_label=block. Reviewer note: 3-4 防守没接到球，不算dig吗（失分）,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,454.2,455.2,block,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-009/action-002; review_label=block.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,455.2,456.2,dig,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-009/action-003; review_label=dig.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,604.8,605.8,receive,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-011/action-001; review_label=receive.,rangitoto-taka-national-final
../YTDown.com_YouTube_Rangitoto-vs-Taka-National-Final-Sets-1-_Media_k3PdQgm2jVs_001_1080p.mp4,606.8,607.8,set,near,,0,255,1920,1080,train,reviewed,Evidence-aware active review source_ref=round-01-clip-011/action-002; review_label=set.,rangitoto-taka-national-final
